Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.74-20.198.162.78-50312-443-6,192.168.1.74,50312,20.198.162.78,443,6,08/04/2025 11:39:46 ����,51241389,3,2,2.0,0.0,1.0,0.0,0.6666666666666667,0.5773502691896257,0.0,0.0,0.0,0.0,0.03903094820478032,0.0975773705119508,1.281034725E7,2.3662658601779405E7,4.82409E7,146.0,5.1241011E7,2.56205055E7,3.1990275163309872E7,4.8241046E7,2999965.0,4.8241278E7,4.8241278E7,0.0,4.8241278E7,4.8241278E7,0,0,0,0,60,40,0.058546422307170484,0.03903094820478032,0.0,1.0,0.5,0.5477225575051661,0.3,1,0,1,0,4,0,0,0,0.0,0.6,0.6666666666666666,0.0,0,0,0,0,0,0,1,1,1,0,63385,32767,1,20,3000111.0,0.0,3000111.0,3000111.0,4.82409E7,0.0,4.82409E7,4.82409E7,NeedManualLabel
192.168.1.74-192.168.1.2-59303-53-17,192.168.1.74,59303,192.168.1.2,53,17,08/04/2025 10:23:16 ����,40761,1,1,37.0,207.0,37.0,37.0,37.0,0.0,207.0,207.0,207.0,0.0,5986.114177767965,49.06650965383577,40761.0,0.0,40761.0,40761.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,24.533254826917887,24.533254826917887,37.0,207.0,93.66666666666666,98.14954576223637,9633.333333333332,0,0,0,0,0,0,0,0,1.0,140.5,37.0,207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-52.231.186.36-59250-443-6,192.168.1.74,59250,52.231.186.36,443,6,08/04/2025 11:40:37 ����,2653128,11,13,636.0,6899.0,366.0,0.0,57.81818181818181,117.1160263856473,1460.0,0.0,530.6923076923076,672.4945333873708,2840.0439028949977,9.045926167150624,115353.39130434782,395117.0955209169,1910135.0,0.0,2516690.0,251669.0,585922.3866615024,1910135.0,92.0,2520738.0,210061.5,539047.343910364,1910781.0,0.0,0,0,0,0,232,264,4.146049493277369,4.899876673873254,0.0,1460.0,301.4,539.7189855224043,291296.58333333326,2,2,0,9,23,0,0,0,1.0,313.9583333333333,57.81818181818182,530.6923076923077,0,0,0,7535,10,16214,11,636,13,6899,65535,64239,3,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-23.56.109.137-59262-443-6,192.168.1.74,59262,23.56.109.137,443,6,08/04/2025 11:40:38 ����,2004950,9,12,649.0,5102.0,340.0,0.0,72.11111111111111,121.53440299401282,1460.0,0.0,425.16666666666674,603.0047238369671,2868.4007082470885,10.474076660265842,100247.49999999999,261379.96246752795,1170146.0,0.0,1847169.0,230896.125,387037.997427509,1170146.0,721.0,1849788.0,168162.54545454547,341433.4214453423,1170917.0,0.0,0,0,0,0,192,244,4.4888899972567895,5.985186663009053,0.0,1460.0,261.4090909090908,479.6111181731765,230026.8246753247,2,2,0,8,20,0,0,0,1.0,273.85714285714283,72.11111111111111,425.1666666666667,0,0,0,5720,8,11287,9,649,12,5102,65535,64239,3,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-23.4.43.62-59285-80-6,192.168.1.74,59285,23.4.43.62,80,6,08/04/2025 11:40:39 ����,1357474,4,5,240.0,875.0,240.0,0.0,60.0,120.0,875.0,0.0,175.0,391.3118960624632,821.3785310068554,6.629961236826635,169684.25,313088.3339706224,902523.0,317.0,1128083.0,376027.6666666667,470837.49050955294,904205.0,317.0,1134281.0,283570.25,426243.99762215617,902523.0,1411.0,0,0,0,0,92,104,2.9466494385896156,3.6833117982370194,0.0,875.0,111.5,278.66796251692324,77655.83333333334,2,2,0,3,8,0,0,0,1.0,123.88888888888889,60.0,175.0,0,0,0,0,0,0,0,0,0,0,64240,64239,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-13.68.233.9-59291-443-6,192.168.1.74,59291,13.68.233.9,443,6,08/04/2025 11:40:39 ����,1631907,8,14,2285.0,6857.0,1460.0,0.0,285.625,502.1197744135784,1460.0,0.0,489.7857142857144,658.6530753183906,5602.034919882077,13.481160384752318,77709.85714285714,152120.55692814357,549800.0,0.0,1366142.0,195163.14285714284,206481.7069084076,550882.0,0.0,1358224.0,104478.76923076923,176265.57451383496,549800.0,0.0,0,0,0,0,172,284,4.902240139909933,8.578920244842385,0.0,1460.0,397.47826086956525,594.7477593343262,353724.8972332016,2,2,0,9,21,0,0,0,1.0,415.54545454545456,285.625,489.7857142857143,0,0,0,9142,11,8373,0,0,0,0,64240,64239,4,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-35.223.238.178-58401-443-6,192.168.1.74,58401,35.223.238.178,443,6,08/04/2025 11:39:27 ����,75221797,13,14,1977.0,3588.0,1460.0,0.0,152.07692307692307,409.01639362794526,1460.0,0.0,256.2857142857143,510.8926469458106,73.98121584359384,0.35893851352687045,2893146.038461539,5948302.754071985,1.5029422E7,0.0,7.5221327E7,6268443.916666666,7572014.077050504,1.5029422E7,0.0,7.5027569E7,5771351.461538461,9662707.126631867,3.0001396E7,0.0,0,0,0,0,272,284,0.17282224725367837,0.18611626627319208,0.0,1460.0,198.75000000000003,451.94416444708935,204253.52777777775,0,2,1,8,25,0,0,0,1.0,206.11111111111111,152.07692307692307,256.2857142857143,0,0,0,4896,8,8397,2,395,2,717,64240,32767,8,20,253298.25,366842.33683366387,777896.0,128.0,1.48416268E7,371747.7237101793,1.5029422E7,1.4177E7,NeedManualLabel
192.168.1.74-35.223.238.178-54783-443-6,192.168.1.74,54783,35.223.238.178,443,6,08/04/2025 11:40:27 ����,15008948,2,2,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13325384297420445,0.2665076859484089,5002982.666666666,8664069.169268118,1.5007388E7,659.0,1.5008047E7,1.5008047E7,0.0,1.5008047E7,1.5008047E7,1.5008289E7,1.5008289E7,0.0,1.5008289E7,1.5008289E7,0,0,0,0,40,40,0.13325384297420445,0.13325384297420445,0.0,1.0,0.6,0.5477225575051661,0.29999999999999993,0,0,1,0,3,0,0,0,1.0,0.75,1.0,0.0,0,0,0,0,0,0,2,2,2,0,63719,32767,1,20,659.0,0.0,659.0,659.0,1.5007388E7,0.0,1.5007388E7,1.5007388E7,NeedManualLabel
192.168.1.74-192.168.1.2-50911-53-17,192.168.1.74,50911,192.168.1.2,53,17,08/04/2025 10:22:24 ����,40866,1,1,36.0,151.0,36.0,36.0,36.0,0.0,151.0,151.0,151.0,0.0,4575.931091861205,48.94043948514658,40866.0,0.0,40866.0,40866.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,24.47021974257329,24.47021974257329,36.0,151.0,74.33333333333334,66.39528095680697,4408.333333333334,0,0,0,0,0,0,0,0,1.0,111.5,36.0,151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-52.167.17.97-59292-443-6,192.168.1.74,59292,52.167.17.97,443,6,08/04/2025 11:40:39 ����,3105694,12,17,619.0,4626.0,216.0,0.0,51.58333333333333,75.7405359624474,1460.0,0.0,272.1176470588236,496.4039285643473,1688.8334781211543,9.33768748627521,110917.64285714287,141710.50404863985,370341.0,0.0,2812129.0,255648.09090909088,135210.6839347058,398995.0,74.0,2810997.0,175687.3125,143415.31986028954,371403.0,0.0,0,0,0,0,252,344,3.8638706839759487,5.47381680229926,0.0,1460.0,174.83333333333337,388.61017461730455,151017.86781609192,2,2,0,15,28,0,0,0,1.0,180.86206896551724,51.583333333333336,272.11764705882354,0,0,0,5245,14,2815,0,0,0,0,64240,64239,5,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-13.68.233.9-59276-443-6,192.168.1.74,59276,13.68.233.9,443,6,08/04/2025 11:40:38 ����,5224765,14,17,817.0,7956.0,316.0,0.0,58.35714285714286,100.58338075207297,1460.0,0.0,468.0,667.8080749736409,1679.1185823668625,5.9332812097769,174158.83333333337,497829.4008458695,2463785.0,0.0,4981518.0,383193.69230769225,714759.8722953959,2463785.0,187.0,4982346.0,311396.625,657839.0543661242,2464324.0,0.0,0,0,0,0,292,344,2.6795463528024706,3.253734856974429,0.0,1460.0,274.15625000000006,527.7131496815047,278481.1683467741,2,2,0,14,30,0,0,0,1.0,283.0,58.357142857142854,468.0,0,0,0,4386,7,8980,7,408,8,3978,65535,64239,5,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-35.223.238.178-62909-443-6,192.168.1.74,62909,35.223.238.178,443,6,08/04/2025 11:39:44 ����,60039618,6,5,296.0,332.0,292.0,0.0,49.333333333333336,118.88257511791484,332.0,0.0,66.4,148.47491370598604,10.459760087081168,0.18321235821320517,6003961.8,7702440.045591755,1.5004786E7,142.0,6.0039373E7,1.20078746E7,6586056.356824985,1.5004786E7,227352.0,4.5039041E7,1.125976025E7,7383074.464529998,1.504578E7,186242.0,0,0,0,0,120,100,0.09993401357083918,0.08327834464236598,0.0,332.0,52.416666666666664,121.55167874636948,14774.810606060608,0,0,1,2,10,0,0,0,0.0,57.18181818181818,49.333333333333336,66.4,0,0,0,0,0,0,1,74,1,83,63908,32767,4,20,75903.33333333333,131158.3979214954,227352.0,142.0,1.495291575E7,97830.3546771145,1.5004786E7,1.4806204E7,NeedManualLabel
192.168.1.74-23.56.109.135-59341-443-6,192.168.1.74,59341,23.56.109.135,443,6,08/04/2025 11:40:43 ����,996176,8,12,327.0,4035.0,201.0,0.0,40.875,78.29511479013235,1460.0,0.0,336.25,575.1338381787162,4378.744318273077,20.07677358217825,52430.31578947368,111187.51448494197,413693.0,0.0,822973.0,117567.57142857142,157834.5546702381,413931.0,105.0,582483.0,52953.0,85348.32790160566,207250.0,0.0,0,0,0,0,172,252,8.0307094328713,12.04606414930695,0.0,1460.0,207.7142857142857,455.2781724239745,207278.2142857143,2,4,0,7,19,0,0,0,1.0,218.1,40.875,336.25,0,0,0,4362,7,7756,0,0,0,0,64240,64239,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-35.223.238.178-64647-443-6,192.168.1.74,64647,35.223.238.178,443,6,08/04/2025 11:40:29 ����,15018551,3,2,1461.0,33.0,1460.0,0.0,487.0,842.6428662250693,33.0,0.0,16.5,23.33452377915607,99.47697351095988,0.3329215980955819,3754637.75,7508621.511114025,1.501757E7,0.0,1.5017648E7,7508824.0,1.0618970429614728E7,1.501757E7,78.0,1.5018551E7,1.5018551E7,0.0,1.5018551E7,1.5018551E7,0,0,0,0,60,40,0.19975295885734914,0.13316863923823277,0.0,1460.0,492.3333333333333,749.6582332414329,561987.4666666666,0,0,1,1,4,0,0,0,0.0,590.8,487.0,16.5,0,0,0,0,0,0,3,1461,2,33,64240,32767,1,20,78.0,0.0,78.0,78.0,1.501757E7,0.0,1.501757E7,1.501757E7,NeedManualLabel
192.168.1.74-52.231.186.36-59328-443-6,192.168.1.74,59328,52.231.186.36,443,6,08/04/2025 11:40:42 ����,1870720,12,17,548.0,7227.0,195.0,0.0,45.666666666666664,66.6651514979335,1460.0,0.0,425.1176470588235,611.2597527190201,4156.153780362642,15.50205268559699,66811.42857142857,159877.18618142806,826660.0,0.0,1704404.0,154945.81818181818,239729.77769055648,826660.0,112.0,1731897.0,108243.5625,204164.49400388528,829126.0,0.0,0,0,0,0,252,344,6.4146424905918575,9.087410195005132,0.0,1460.0,259.1666666666667,495.12910774194376,245152.83333333337,2,2,0,14,28,0,0,0,1.0,268.1034482758621,45.666666666666664,425.11764705882354,0,0,0,7775,14,10552,0,0,0,0,64240,64239,5,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-20.190.144.172-59336-443-6,192.168.1.74,59336,20.190.144.172,443,6,08/04/2025 11:40:43 ����,1313038,11,15,2106.0,4892.0,1460.0,0.0,191.45454545454544,434.79014791882383,1460.0,0.0,326.1333333333333,554.9882710043348,5329.624885189919,19.801407118453543,52521.52,126097.76259881325,521042.0,0.0,1185169.0,118516.90000000001,181394.23962031797,521783.0,0.0,1180786.0,84341.85714285713,160180.2626691168,521042.0,0.0,0,0,0,0,232,304,8.377518396268806,11.423888722184735,0.0,1460.0,259.1851851851852,495.6527193848716,245671.61823361827,2,2,0,12,25,0,0,0,1.0,269.15384615384613,191.45454545454547,326.1333333333333,0,0,0,6998,12,6731,0,0,0,0,64240,64239,4,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-52.123.129.14-59320-443-6,192.168.1.74,59320,52.123.129.14,443,6,08/04/2025 11:40:42 ����,2706701,17,39,1030.0,39599.0,548.0,0.0,60.588235294117645,139.52511369979663,1460.0,0.0,1015.3589743589744,624.9984626161928,15010.523881285744,20.689392733072477,49212.74545454545,232086.1161726012,1688289.0,0.0,2706701.0,169168.8125,415878.0640316291,1688289.0,116.0,938845.0,24706.44736842105,70773.94401236039,352084.0,0.0,0,0,0,0,352,784,6.280708508254144,14.408684224818332,0.0,1460.0,712.7894736842106,687.4491601161214,472586.34774436074,0,2,1,20,55,0,0,0,2.0,725.5178571428571,60.588235294117645,1015.3589743589744,0,0,0,40629,38,44158,17,1030,39,39599,64240,64240,5,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-20.189.173.26-59361-443-6,192.168.1.74,59361,20.189.173.26,443,6,08/04/2025 11:40:45 ����,1542675,12,16,2439.0,4720.0,1035.0,0.0,203.25000000000003,366.54656779683035,1460.0,0.0,294.99999999999994,559.2745300833928,4640.640445978576,18.15029089082276,57136.11111111111,111707.91420979341,461275.0,0.0,1341835.0,121985.0,154702.79116874395,465066.0,148.0,1343814.0,89587.59999999999,149961.03289845475,528621.0,0.0,0,0,0,0,252,324,7.778696096066897,10.371594794755863,0.0,1460.0,246.86206896551738,473.9869440741057,224663.62315270936,2,2,0,14,27,0,0,0,1.0,255.67857142857142,203.25,295.0,0,0,0,7159,14,5334,0,0,0,0,64240,64239,6,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-20.198.162.78-59401-443-6,192.168.1.74,59401,20.198.162.78,443,6,08/04/2025 11:40:48 ����,360939,8,13,2356.0,4509.0,1413.0,0.0,294.5,470.05470806218773,1460.0,0.0,346.84615384615387,587.4993398796073,19019.83437644588,58.18157638825397,18046.95,35110.85255748083,87477.0,0.0,272036.0,38862.28571428572,47230.18243564979,92516.0,119.0,273462.0,22788.5,38225.59001149979,86762.0,0.0,0,0,0,0,172,264,22.164410052668178,36.01716633558579,0.0,1460.0,312.04545454545456,525.7242149801075,276385.95021645026,1,2,0,12,20,0,0,0,1.0,326.9047619047619,294.5,346.84615384615387,0,0,0,6865,11,25176,0,0,0,0,64240,64240,5,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-52.123.128.14-59350-443-6,192.168.1.74,59350,52.123.128.14,443,6,08/04/2025 11:40:44 ����,5594841,14,33,1926.0,35670.0,1460.0,0.0,137.57142857142858,386.3529104699114,1460.0,0.0,1080.909090909091,582.7001460676603,6719.762009322517,8.400596192099115,121626.97826086958,712591.9397419689,4839932.0,0.0,5594841.0,430372.3846153846,1326862.1767035904,4839932.0,0.0,675817.0,21119.28125,52539.41987181371,239231.0,0.0,0,0,0,0,292,664,2.5023052487103747,5.89829094338874,0.0,1460.0,783.25,686.9556181272527,471908.0212765958,0,2,1,16,46,0,0,0,2.0,799.9148936170212,137.57142857142858,1080.909090909091,0,0,0,37596,32,56476,14,1926,33,35670,64240,64240,4,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.74-52.123.128.14-59340-443-6,192.168.1.74,59340,52.123.128.14,443,6,08/04/2025 11:40:43 ����,6457655,23,49,1029.0,51564.0,547.0,0.0,44.739130434782616,121.86998190743519,1460.0,0.0,1052.326530612245,610.3694368903115,8144.287670988927,11.149558160044165,90952.88732394367,574891.0158066371,4832425.0,0.0,6457655.0,293529.7727272727,1020813.1911775945,4832425.0,57.0,1490856.0,31059.500000000004,85061.63090071436,377850.0,0.0,0,0,0,0,472,984,3.5616644122363303,7.5878937478078345,0.0,1460.0,720.4520547945206,693.4881445973739,480925.8066971081,0,2,1,22,71,0,0,0,2.0,730.4583333333334,44.73913043478261,1052.3265306122448,0,0,0,52593,48,35873,23,1029,49,51564,64240,64240,5,20,0,0,0,0,0,0,0,0,NeedManualLabel
