iter	Logloss
1511	0.3160959078
1512	0.3160492387
1513	0.3160133944
1514	0.3159696179
1515	0.3159471034
1516	0.3158580891
1517	0.3158387654
1518	0.3158065891
1519	0.3157753372
1520	0.3157352882
1521	0.3156860247
1522	0.3156380733
1523	0.3155690686
1524	0.3155320614
1525	0.3154985431
1526	0.3154562278
1527	0.3154137037
1528	0.3153642016
1529	0.3153108229
1530	0.3152778116
1531	0.3152547603
1532	0.3152049302
1533	0.3151666705
1534	0.315116572
1535	0.3150874374
1536	0.3150588097
1537	0.3150348638
1538	0.3149929958
1539	0.3149495771
1540	0.314919518
1541	0.3148926199
1542	0.3148545092
1543	0.3148248975
1544	0.3147814191
1545	0.3147460818
1546	0.3147004862
1547	0.3146617792
1548	0.3146228038
1549	0.314588212
1550	0.3145416323
1551	0.3144979751
1552	0.3144670512
1553	0.314437171
1554	0.3143833152
1555	0.3143396281
1556	0.314300265
1557	0.3142537748
1558	0.3141982788
1559	0.314174482
1560	0.3141146621
1561	0.3140548719
1562	0.3140131828
1563	0.313956166
1564	0.3138964355
1565	0.3138355718
1566	0.3138032463
1567	0.3137328401
1568	0.3136899283
1569	0.3136344025
1570	0.3135945027
1571	0.3135461934
1572	0.3135173868
1573	0.3134844351
1574	0.3134263149
1575	0.3133793178
1576	0.3133142196
1577	0.3132902439
1578	0.3132643
1579	0.3132344497
1580	0.3131840232
1581	0.3131603457
1582	0.313135863
1583	0.3131050286
1584	0.313050457
1585	0.3130139865
1586	0.3129944541
1587	0.3129554787
1588	0.3129227357
1589	0.3128933625
1590	0.3128703709
1591	0.3128154415
1592	0.312773484
1593	0.3127418743
1594	0.3126646689
1595	0.3126212204
1596	0.3125609233
1597	0.3125236179
1598	0.3124919485
1599	0.3124651398
1600	0.3124319496
1601	0.3124036201
1602	0.3123599628
1603	0.3123377465
1604	0.3122977572
1605	0.3122511477
1606	0.3122033156
1607	0.3121508315
1608	0.3121165081
1609	0.3120694215
1610	0.3120369469
1611	0.3119911724
1612	0.3119381813
1613	0.311901681
1614	0.3118442765
1615	0.3117914644
1616	0.311753145
1617	0.3117222211
1618	0.3116584648
1619	0.311621219
1620	0.311581349
1621	0.3115473237
1622	0.3115057838
1623	0.3114696413
1624	0.3114146522
1625	0.311368997
1626	0.3113247434
1627	0.3112916426
1628	0.3112401723
1629	0.3111922806
1630	0.3111341902
1631	0.3110938132
1632	0.3110138644
1633	0.3109747697
1634	0.31089497
1635	0.3108495235
1636	0.3108252794
1637	0.3107852006
1638	0.3107343268
1639	0.3106946357
1640	0.310641257
1641	0.3105992995
1642	0.3105572824
1643	0.3105055736
1644	0.3104585466
1645	0.3104231198
1646	0.3103752579
1647	0.3103356264
1648	0.3102982613
1649	0.310268411
1650	0.3102260062
1651	0.3101869413
1652	0.3101498744
1653	0.3101117637
1654	0.3100670031
1655	0.3100442501
1656	0.3099923922
1657	0.3099563988
1658	0.3099032586
1659	0.3098596312
1660	0.3098394725
1661	0.3097766109
1662	0.3097534105
1663	0.3097135107
1664	0.3096917119
1665	0.3096721198
1666	0.3096415836
1667	0.3095981052
1668	0.3095794078
1669	0.3095593982
1670	0.3095266254
1671	0.3094767953
1672	0.309438476
1673	0.3093723937
1674	0.309330466
1675	0.3093035083
1676	0.3092740754
1677	0.3092436585
1678	0.3092034306
1679	0.3091798426
1680	0.3091421494
1681	0.3090999832
1682	0.3090320222
1683	0.3089835341
1684	0.3089441411
1685	0.3088900169
1686	0.3088250678
1687	0.3087749395
1688	0.3087408248
1689	0.3086673769
1690	0.3086131632
1691	0.308575798
1692	0.3085398941
1693	0.3085074792
1694	0.3084542794
1695	0.3084258008
1696	0.308390046
1697	0.3083428401
1698	0.3083128108
1699	0.3082727022
1700	0.3082305658
1701	0.3082027135
1702	0.3081731017
1703	0.3081435496
1704	0.3081104786
1705	0.3080872782
1706	0.3080494956
1707	0.3080138005
1708	0.3079310485
1709	0.3078898365
1710	0.3078474914
1711	0.3078077108
1712	0.3077492924
1713	0.3076975836
1714	0.3076632602
1715	0.3076405668
1716	0.3075889475
1717	0.3074667131
1718	0.3074197458
1719	0.3073939212
1720	0.3073443595
1721	0.3073064576
1722	0.3072755636
1723	0.3072380494
1724	0.3072040241
1725	0.3071771559
1726	0.3071552974
1727	0.3071057953
1728	0.3070587386
1729	0.3070378344
1730	0.3069992764
1731	0.3069673088
1732	0.3069308383
1733	0.306894338
1734	0.3068642789
1735	0.306825721
1736	0.3067871631
1737	0.3067311005
1738	0.3066659128
1739	0.3066022758
1740	0.3065693539
1741	0.3065113232
1742	0.3064841269
1743	0.3064533223
1744	0.3064271101
1745	0.3064011662
1746	0.3063694073
1747	0.3063325194
1748	0.3063047863
1749	0.3062455031
1750	0.306203307
1751	0.3061676715
1752	0.3061246107
1753	0.3060877525
1754	0.3060593037
1755	0.3060030026
1756	0.3059724962
1757	0.3059462541
1758	0.3059057877
1759	0.3058651423
1760	0.3058262563
1761	0.3057680168
1762	0.3057314867
1763	0.3056564583
1764	0.3056065984
1765	0.3055644918
1766	0.3055289457
1767	0.3054938768
1768	0.3054637282
1769	0.3054124966
1770	0.3053900417
1771	0.3053396748
1772	0.3052864452
1773	0.305236973
1774	0.3052010989
1775	0.3051585152
1776	0.3051207027
1777	0.3050618072
1778	0.3050375333
1779	0.3050081899
1780	0.3049644432
1781	0.3049336088
1782	0.304903997
1783	0.3048746536
1784	0.3048470696
1785	0.3048125076
1786	0.3047838203
1787	0.3047433538
1788	0.3047162768
1789	0.3046914661
1790	0.3046483755
1791	0.3046247278
1792	0.3045506238
1793	0.3045183282
1794	0.3044765198
1795	0.3044284193
1796	0.3043874459
1797	0.3043537189
1798	0.3043190973
1799	0.3042819707
1800	0.3042469018
1801	0.3042130257
1802	0.3041668038
1803	0.3041266952
1804	0.3040907615
1805	0.3040582273
1806	0.3040020753
1807	0.3039870755
1808	0.3039569866
1809	0.3039300885
1810	0.3038876241
1811	0.3038411935
1812	0.303806065
1813	0.3037710557
1814	0.303717498
1815	0.3036830255
1816	0.3036456902
1817	0.303626456
1818	0.3035931166
1819	0.3035496085
1820	0.303512631
1821	0.3034660812
1822	0.303444849
1823	0.3034173246
1824	0.3033769476
1825	0.3033410735
1826	0.303309434
1827	0.3032746036
1828	0.303218541
1829	0.3031887205
1830	0.3031582737
1831	0.3031198947
1832	0.3030866448
1833	0.3030547071
1834	0.3030315663
1835	0.303005205
1836	0.3029571641
1837	0.3029300871
1838	0.3029085865
1839	0.3028736368
1840	0.3028349894
1841	0.3027801793
1842	0.3027305282
1843	0.3026928947
1844	0.3026513248
1845	0.3026207588
1846	0.3025641595
1847	0.3025315954
1848	0.3024976597
1849	0.3024445493
1850	0.3024136255
1851	0.3023813298
1852	0.3023331995
1853	0.302312355
1854	0.3022605269
1855	0.3022132614
1856	0.3021728844
1857	0.302135728
1858	0.3020799338
1859	0.3020382149
1860	0.302011943
1861	0.3019579082
1862	0.3019038734
1863	0.3018692518
1864	0.3018357633
1865	0.3018140838
1866	0.3017901379
1867	0.3017562022
1868	0.3017147815
1869	0.3016900603
1870	0.3016602099
1871	0.3016370394
1872	0.3016024178
1873	0.3015675874
1874	0.3015273297
1875	0.3014974793
1876	0.3014654521
1877	0.3014468441
1878	0.301415622
1879	0.3013881871
1880	0.3013623029
1881	0.3013271147
1882	0.3012693523
1883	0.30123983
1884	0.3012131705
1885	0.3011555572
1886	0.3011163134
1887	0.3010957969
1888	0.3010502609
1889	0.3010054109
1890	0.3009511673
1891	0.3009118937
1892	0.300878614
1893	0.3008339429
1894	0.3008014385
1895	0.3007586162
1896	0.3007172253
1897	0.3006799795
1898	0.3006517693
1899	0.3006115414
1900	0.3005726853
1901	0.3005465625
1902	0.3005078853
1903	0.3004735618
1904	0.3004103423
1905	0.3003627786
1906	0.3003154832
1907	0.3002896587
1908	0.3002564386
1909	0.3002223538
1910	0.3001652773
1911	0.3001315503
1912	0.3001003282
1913	0.3000595039
1914	0.3000257172
1915	0.300007974
1916	0.2999683724
1917	0.2999429354
1918	0.2998956699
1919	0.2998605115
1920	0.2998131863
1921	0.2997754336
1922	0.2997459411
1923	0.2997059219
1924	0.2996706741
1925	0.2996261818
1926	0.2995878923
1927	0.2995527041
1928	0.2995191262
1929	0.2994928841
1930	0.2994372092
1931	0.2994024683
1932	0.2993676976
1933	0.299344855
1934	0.2993169728
1935	0.2992855718
1936	0.299266099
1937	0.2992222629
1938	0.2991779197
1939	0.299145803
1940	0.2991122848
1941	0.2990562222
1942	0.2990165311
1943	0.2989740368
1944	0.2989352403
1945	0.2988937898
1946	0.298862359
1947	0.2988262761
1948	0.2987899846
1949	0.2987437329
1950	0.298712153
1951	0.2986846286
1952	0.2986201567
1953	0.2985600683
1954	0.2985068983
1955	0.2984778531
1956	0.2984484501
1957	0.2984123374
1958	0.2983860954
1959	0.2983369213
1960	0.2983134228
1961	0.2982850933
1962	0.2982445075
1963	0.2982238717
1964	0.2981823914
1965	0.2981484556
1966	0.2981173528
1967	0.2980517179
1968	0.2980177821
1969	0.2979771069
1970	0.2979608547
1971	0.2979194638
1972	0.2978626856
1973	0.2978239785
1974	0.2977687211
1975	0.2977354414
1976	0.2976859095
1977	0.2976412085
1978	0.2975996387
1979	0.2975450672
1980	0.2975158132
1981	0.2974952669
1982	0.2974676829
1983	0.2974330016
1984	0.2973967399
1985	0.2973602396
1986	0.297332924
1987	0.2972874775
1988	0.2972584919
1989	0.2972209479
1990	0.2972009681
1991	0.2971779467
1992	0.297142013
1993	0.2971049461
1994	0.2970741415
1995	0.297054609
1996	0.29700958
1997	0.2969761214
1998	0.2969488953
1999	0.2969241144
