iter	Logloss
265	0.4096583964
266	0.4094488177
267	0.4092959875
268	0.4090695007
269	0.4088898618
270	0.4086856509
271	0.4085307034
272	0.4084088866
273	0.4083031729
274	0.4081682648
275	0.4079942322
276	0.4078595926
277	0.4077444854
278	0.4075992594
279	0.4074098693
280	0.407227815
281	0.4070038927
282	0.40688968
283	0.406729842
284	0.406601912
285	0.4064529883
286	0.4062520278
287	0.4061003904
288	0.4059320834
289	0.4057843227
290	0.4055770104
291	0.4054209298
292	0.4052357444
293	0.4050811249
294	0.4049664054
295	0.4047410815
296	0.4045900704
297	0.4044080757
298	0.4042431384
299	0.4040487682
300	0.403855412
301	0.4037197584
302	0.4035887569
303	0.4034941065
304	0.4033055215
305	0.4030878615
306	0.4029940163
307	0.402854844
308	0.4027288224
309	0.4025440545
310	0.4024179733
311	0.4023090091
312	0.4022090507
313	0.4020620952
314	0.4019006468
315	0.4017406597
316	0.4016409995
317	0.401542562
318	0.4013743444
319	0.4010926896
320	0.4009807433
321	0.4008516205
322	0.4007212153
323	0.4005380577
324	0.4004248291
325	0.4002828536
326	0.4001376873
327	0.4000121429
328	0.3999158524
329	0.3998159239
330	0.3996876658
331	0.3995417242
332	0.3993300879
333	0.3992278333
334	0.3991377455
335	0.3990546357
336	0.3987996404
337	0.3986950897
338	0.3985878253
339	0.3984306413
340	0.3983315179
341	0.3982115499
342	0.3980708865
343	0.397960968
344	0.3977144418
345	0.3975571683
346	0.3974575081
347	0.3973413274
348	0.3972002465
349	0.3970603584
350	0.3968539109
351	0.3967371039
352	0.3966249788
353	0.3964688385
354	0.396205076
355	0.3960735078
356	0.3959541363
357	0.3957632849
358	0.3956125124
359	0.3952806099
360	0.3951835739
361	0.3950947386
362	0.3949756354
363	0.3948562042
364	0.3946877481
365	0.3946069345
366	0.3944636767
367	0.3943760342
368	0.394217717
369	0.39410756
370	0.3940267464
371	0.393835895
372	0.3936854207
373	0.3936112869
374	0.393481836
375	0.3933645518
376	0.3931363056
377	0.3929850857
378	0.3928570065
379	0.3927836779
380	0.3926382432
381	0.3925416247
382	0.3924435152
383	0.3922955457
384	0.3921302804
385	0.392041117
386	0.3919031076
387	0.3917889845
388	0.3916915608
389	0.3915840579
390	0.3914700242
391	0.3913473127
392	0.3912449985
393	0.3911670775
394	0.391063153
395	0.3908635344
396	0.3907607728
397	0.390679661
398	0.3905048829
399	0.3903706906
400	0.3902880579
401	0.3901951073
402	0.3900856958
403	0.3899908964
404	0.3899097547
405	0.3897584156
406	0.3896393124
407	0.3895488071
408	0.3894676655
409	0.3893602818
410	0.3892431766
411	0.3891524327
412	0.3890502974
413	0.3888908173
414	0.3887691794
415	0.3886441121
416	0.3885333288
417	0.3884602984
418	0.3883741469
419	0.3882500637
420	0.3881571728
421	0.3880130502
422	0.3878620092
423	0.3877699533
424	0.3877065548
425	0.3875892409
426	0.3874515595
427	0.3873114627
428	0.3872208978
429	0.3871100549
430	0.3870274222
431	0.386942553
432	0.3867763931
433	0.3866674885
434	0.3865463277
435	0.3864419261
436	0.3863753369
437	0.3862800901
438	0.3861649232
439	0.3859571338
440	0.3858405058
441	0.3857425752
442	0.3856415731
443	0.3855590895
444	0.3854283861
445	0.3853633774
446	0.3852188075
447	0.3850753111
448	0.3849159503
449	0.384840892
450	0.3846687083
451	0.3845629051
452	0.3844169933
453	0.3842516086
454	0.3841781607
455	0.3840658566
456	0.3839582641
457	0.3838780768
458	0.3837800269
459	0.38371138
460	0.3836041753
461	0.3835011752
462	0.3833788514
463	0.3833009602
464	0.3831648295
465	0.3831108543
466	0.3830408954
467	0.3829784512
468	0.3828954011
469	0.3827788028
470	0.3827075318
471	0.3825702381
472	0.3824502105
473	0.3823351629
474	0.3822036842
475	0.3820911415
476	0.3819827141
477	0.3819076857
478	0.3818312557
479	0.3817442096
480	0.3816149972
481	0.3815299789
482	0.381459692
483	0.3813796835
484	0.3812760274
485	0.3811983747
486	0.3810194516
487	0.3808515918
488	0.3807715834
489	0.3806632156
490	0.3805011709
491	0.3804066398
492	0.3803124666
493	0.3802410464
494	0.3801423703
495	0.3800572626
496	0.3798687969
497	0.3797639181
498	0.3797008178
499	0.3796245966
500	0.3795160499
501	0.3794253955
502	0.3792618896
503	0.3791991472
504	0.3790509392
505	0.37896938
506	0.3789038644
507	0.3788488753
508	0.3787337681
509	0.3786542964
510	0.3785949237
511	0.3784739121
512	0.3784075316
513	0.3783513795
514	0.3782691643
515	0.3781633909
516	0.3780700527
517	0.3779926983
518	0.3779016562
519	0.3778325919
520	0.3777699688
521	0.3777317985
522	0.3776521181
523	0.3775857674
524	0.377426168
525	0.3773559406
526	0.377270982
527	0.3771578429
528	0.3770742858
529	0.3769824088
530	0.3768834046
531	0.3768070044
532	0.3766764502
533	0.3765829927
534	0.3764758773
535	0.3763624997
536	0.3762991311
537	0.3762160213
538	0.3761340745
539	0.3760493246
540	0.3759768309
541	0.3758730853
542	0.3757417259
543	0.3756742719
544	0.3755632202
545	0.3754877743
546	0.3754210658
547	0.3752721123
548	0.3751972031
549	0.3751121848
550	0.3750313115
551	0.3749758156
552	0.3748529252
553	0.3747727378
554	0.3746889421
555	0.3746035063
556	0.3745260326
557	0.3744573559
558	0.3743419505
559	0.3742504313
560	0.3741482364
561	0.3740766373
562	0.3739142347
563	0.3738342263
564	0.3737378762
565	0.3736616847
566	0.3735138644
567	0.3734431301
568	0.3733161543
569	0.3732377263
570	0.3731428971
571	0.3730684054
572	0.3729941523
573	0.3729100883
574	0.3728224457
575	0.3727379046
576	0.3726045174
577	0.372507213
578	0.3723362221
579	0.3722444942
580	0.3721465636
581	0.3720492294
582	0.3719490623
583	0.3717265415
584	0.3716584613
585	0.3715548648
586	0.3714690115
587	0.3713848579
588	0.3713054459
589	0.3712328031
590	0.3711118809
591	0.3710177673
592	0.370965641
593	0.3709064771
594	0.3708440926
595	0.3707744617
596	0.3706496628
597	0.3705511358
598	0.3704142297
599	0.3703273327
600	0.3702610119
601	0.3701538966
602	0.370060111
603	0.3699642679
604	0.3698680668
605	0.3697983763
606	0.3697096006
607	0.3696187076
608	0.3695544146
609	0.3694919108
610	0.3693550047
611	0.3692461897
612	0.3691891728
613	0.3690939857
614	0.3690022876
615	0.3689429448
616	0.3688386326
617	0.3687565963
618	0.3686181098
619	0.3685321372
620	0.3684609556
621	0.3683898933
622	0.3683220815
623	0.3682356019
624	0.3681849667
625	0.3680890042
626	0.3680021072
627	0.3679347129
628	0.3678388995
629	0.3677762168
630	0.3677121623
631	0.367636776
632	0.3675834271
633	0.3675229809
634	0.3674655167
635	0.3673956174
636	0.3673202311
637	0.3672426083
638	0.3671723512
639	0.3671129189
640	0.3670692318
641	0.3670211015
642	0.3669574943
643	0.3667459475
644	0.3666968927
645	0.3666108009
646	0.3665259317
647	0.366422693
648	0.3663467998
649	0.3662777355
650	0.3661993671
651	0.3660875998
652	0.366046537
653	0.365955316
654	0.365880377
655	0.3657892753
656	0.3657003505
657	0.3656066246
658	0.3655237235
659	0.3653753366
660	0.3652582314
661	0.3652200313
662	0.3651748831
663	0.3651158086
664	0.3650493685
665	0.3649872225
666	0.3648827314
667	0.3647875145
668	0.3647318395
669	0.3646608667
670	0.3645549144
671	0.3644627093
672	0.3643048991
673	0.3642566793
674	0.3641859152
675	0.3640985113
676	0.363923763
677	0.3638362994
678	0.3637553963
679	0.3636296432
680	0.3635460264
681	0.3634741888
682	0.3634289809
683	0.3633735743
684	0.3632846794
685	0.3631995119
686	0.3630841662
687	0.362994138
688	0.3628393993
689	0.3627423633
690	0.3626680506
691	0.3626173557
692	0.3625651698
693	0.3625057673
694	0.362374885
695	0.3622911788
696	0.3621666185
697	0.3621101384
698	0.3620501693
699	0.3619904686
700	0.3619058082
701	0.3618249349
702	0.3617312388
703	0.3616613395
704	0.361607424
705	0.3614969092
706	0.3614381329
707	0.361354546
708	0.361254021
709	0.361218296
710	0.3611428799
711	0.3610397009
712	0.3609706664
713	0.3609002601
714	0.3608385316
715	0.3607623999
716	0.3606711789
717	0.3605474237
718	0.360495536
719	0.3604194937
720	0.3603627154
721	0.3603145851
722	0.3601824801
723	0.3601225409
724	0.3600781679
725	0.359966013
726	0.3598641162
727	0.3598046839
728	0.3597546451
729	0.3597010278
730	0.3596007414
731	0.3595237746
732	0.3594320765
733	0.359369185
734	0.3593232018
735	0.3592743557
736	0.3591872798
737	0.359073932
738	0.359035225
739	0.3589693514
740	0.3589123942
741	0.3588447016
742	0.3587449818
743	0.3586486615
744	0.3586013662
745	0.3584936843
746	0.3584046402
747	0.3583052484
748	0.35818203
749	0.3581305001
750	0.3580824294
751	0.3580077588
752	0.3579440324
753	0.3578778308
754	0.3578111223
755	0.3577750693
756	0.3576437993
757	0.3575923589
758	0.3575376979
759	0.357452948
760	0.3573843608
761	0.3572935871
762	0.3572523453
763	0.3571831617
764	0.3570768515
765	0.3569314467
766	0.3568605931
767	0.3567484679
768	0.3567066596
769	0.3566401002
770	0.3565975761
771	0.3565246351
772	0.356461684
773	0.356399866
774	0.3563024722
775	0.3561439463
776	0.3560737488
777	0.3560060264
778	0.3559210081
779	0.3558739215
780	0.355814847
781	0.3557199879
782	0.3556489554
783	0.3555501004
784	0.3554736704
785	0.3554063655
786	0.3553403726
787	0.355285652
788	0.3552461994
789	0.3551728409
790	0.3551051782
791	0.3550382907
792	0.3549567316
793	0.3548729061
794	0.3548193783
795	0.3547524312
796	0.3546357435
797	0.3545706751
798	0.3545036386
799	0.3544556275
800	0.3543864439
801	0.3542758098
802	0.3542324507
803	0.3541672929
804	0.3541207132
805	0.3540642033
806	0.3540098405
807	0.353918381
808	0.3538515532
809	0.3538145459
810	0.3537652526
811	0.3537136333
812	0.3536588232
813	0.3535704351
814	0.3535275234
815	0.3534538369
816	0.3533922575
817	0.3533522085
818	0.3533014242
819	0.3532413656
820	0.3531669933
821	0.3530718658
822	0.3530083481
823	0.3529499297
824	0.3528720086
825	0.3528001114
826	0.3527146457
827	0.3526621318
828	0.3526008208
829	0.3525626505
830	0.3524846102
831	0.3524120867
832	0.3523349112
833	0.3522828446
834	0.3522384716
835	0.3521782342
836	0.3521015358
837	0.3520407914
838	0.3519833272
839	0.3519097302
840	0.3518538167
841	0.3517744941
842	0.3516684225
843	0.3515701042
844	0.3515124612
845	0.3514240731
846	0.3513785968
847	0.3513218186
848	0.3512468498
849	0.3511901908
850	0.3511534817
851	0.3510692387
852	0.350963346
853	0.3508832183
854	0.3508420362
855	0.3507723754
856	0.3507156568
857	0.350644177
858	0.3505868023
859	0.350512907
860	0.3504459301
861	0.3504085948
862	0.3503537847
863	0.3503044318
864	0.3502275544
865	0.3501439377
866	0.3500852509
867	0.3500091489
868	0.3499363869
869	0.349891507
870	0.3498148384
871	0.3497692428
872	0.3497280309
873	0.3496716403
874	0.3496152198
875	0.3494434238
876	0.3493734052
877	0.3492923232
878	0.3492423142
879	0.3491896511
880	0.349117724
881	0.3490682816
882	0.3489915236
883	0.3489086225
884	0.3488358008
885	0.3487962886
886	0.3486741437
887	0.3486265204
888	0.348565597
889	0.3485048228
890	0.3484655492
891	0.3484012561
892	0.3483360387
893	0.348244758
894	0.3481430402
895	0.3480824449
896	0.347992536
897	0.347926245
898	0.3478114956
899	0.3477497075
900	0.3476722934
901	0.3476002172
902	0.3475368784
903	0.3474911338
904	0.3474093062
905	0.3473545259
906	0.3473085427
907	0.347226417
908	0.3471022741
909	0.3470337168
910	0.3469607758
911	0.3468934112
912	0.3468096453
913	0.3467450839
914	0.3466968641
915	0.3466118458
916	0.34654967
917	0.3464976928
918	0.3464399305
919	0.3463788282
920	0.3463248531
921	0.3462656295
922	0.3461915255
923	0.3461354629
924	0.3460653251
925	0.3459787263
926	0.3459309836
927	0.3458723266
928	0.3458093159
929	0.3457025286
930	0.3456202538
931	0.3455735846
932	0.345525842
933	0.3454833179
934	0.3454318775
935	0.3453738468
936	0.3453109553
937	0.3452114442
938	0.3451259488
939	0.345066099
940	0.3450143604
941	0.3449532879
942	0.3449033982
943	0.3448303081
944	0.3447757067
945	0.3447195547
946	0.3446633728
947	0.3446145566
948	0.3445490409
949	0.3445065467
950	0.3443949285
951	0.3443391641
952	0.3442820578
953	0.3442254882
954	0.3441196552
955	0.3440760278
956	0.344023156
957	0.3439751151
958	0.3439128499
959	0.3438690435
960	0.3437767192
961	0.343726233
962	0.3436482822
963	0.3436018516
964	0.3435680948
965	0.343478514
966	0.3434417751
967	0.3433998772
968	0.3433538642
969	0.3433177515
970	0.3432771061
971	0.3432146321
972	0.3431707662
973	0.3431297033
974	0.3430694658
975	0.343005143
976	0.3429497961
977	0.3428635551
978	0.3427870058
979	0.3427324939
980	0.3426873158
981	0.3426320882
982	0.3425671391
983	0.3425001324
984	0.3423694887
985	0.3423131577
986	0.3422588247
987	0.3422001081
988	0.3421352783
989	0.3420650211
990	0.3420187397
991	0.3419685816
992	0.341932946
993	0.3418846666
994	0.3418051651
995	0.3417472536
996	0.3417138845
997	0.3416285978
998	0.3415594142
999	0.3415049023
1000	0.3413365058
1001	0.3412570937
1002	0.3411643817
1003	0.3410793037
1004	0.3409891563
1005	0.3409337498
1006	0.3408719915
1007	0.3408193582
1008	0.3407576894
1009	0.3407301949
1010	0.3406652458
1011	0.3406367374
1012	0.3406073343
1013	0.3405271768
1014	0.3404358067
1015	0.3403638497
1016	0.3402891195
1017	0.3402392596
1018	0.3401978985
1019	0.3401303849
1020	0.3400562212
1021	0.3400009638
1022	0.339945438
1023	0.3398789382
1024	0.3397820812
1025	0.3397224103
1026	0.3396860591
1027	0.3396489027
1028	0.3395811505
1029	0.3395238652
1030	0.3394643435
1031	0.3393920287
1032	0.3393407076
1033	0.339306086
1034	0.3392437312
1035	0.3391771122
1036	0.3391300256
1037	0.3390830583
1038	0.3390278605
1039	0.3389806248
1040	0.3389352379
1041	0.3388772967
1042	0.3388274069
1043	0.3387686008
1044	0.338690322
1045	0.338582312
1046	0.3385221939
1047	0.3384654156
1048	0.3384290345
1049	0.3383722861
1050	0.3382852102
1051	0.3382116131
1052	0.3381225392
1053	0.3380439621
1054	0.3379976509
1055	0.3379119467
1056	0.3378714206
1057	0.3378305068
1058	0.3377711342
1059	0.3377278646
1060	0.3376831338
1061	0.3376112365
1062	0.3375712174
1063	0.3375172422
1064	0.337469768
1065	0.3374470745
1066	0.3373911014
1067	0.33732156
1068	0.3372509151
1069	0.3371987292
1070	0.3371420106
1071	0.3370446764
1072	0.3370084743
1073	0.3369639224
1074	0.3368880292
1075	0.3368373343
1076	0.336793677
1077	0.3367467097
1078	0.3366990863
1079	0.336649465
1080	0.3365901818
1081	0.3365130361
1082	0.336468186
1083	0.3364343994
1084	0.3363823924
1085	0.3363371547
1086	0.3362816885
1087	0.3362419974
1088	0.3362040657
1089	0.3361524762
1090	0.3361006183
1091	0.3360684419
1092	0.3360035226
1093	0.335925035
1094	0.3358728193
1095	0.3358271641
1096	0.3357897691
1097	0.3357258041
1098	0.3356598709
1099	0.3355964725
1100	0.3355365631
1101	0.3354717332
1102	0.3354117344
1103	0.3353452346
1104	0.3353032473
1105	0.3352452165
1106	0.3351992333
1107	0.3351787466
1108	0.3351156166
1109	0.3350695737
1110	0.3350176263
1111	0.334959029
1112	0.3348944377
1113	0.3348519435
1114	0.3348048569
1115	0.3347436652
1116	0.3346451083
1117	0.3346100394
1118	0.3345663822
1119	0.3345176256
1120	0.3344747735
1121	0.3344485613
1122	0.3343826877
1123	0.3343287722
1124	0.3342765863
1125	0.3342452748
1126	0.3341824131
1127	0.3341320761
1128	0.3340755363
1129	0.3340215612
1130	0.3339847925
1131	0.333934694
1132	0.333858264
1133	0.3338296959
1134	0.3337673711
1135	0.3337272923
1136	0.3336791918
1137	0.3336344908
1138	0.3335968871
1139	0.3335599991
1140	0.3335049803
1141	0.3334386892
1142	0.3333839984
1143	0.3333310372
1144	0.33327906
1145	0.3332212976
1146	0.3331751355
1147	0.3331338639
1148	0.3330829304
1149	0.3330492034
1150	0.3330105858
1151	0.3329807951
1152	0.3329425056
1153	0.3328836697
1154	0.3328324976
1155	0.3327648349
1156	0.3327215057
1157	0.3326725702
1158	0.3326094103
1159	0.3325620553
1160	0.3325090046
1161	0.3324602182
1162	0.3323905277
1163	0.3323500016
1164	0.3322996944
1165	0.3322403813
1166	0.3321801439
1167	0.3321145387
1168	0.3320200077
1169	0.33195482
1170	0.331901322
1171	0.3318593347
1172	0.3318204189
1173	0.3317800121
1174	0.3317328658
1175	0.3316649049
1176	0.3315956616
1177	0.3315615171
1178	0.3315070947
1179	0.3314340046
1180	0.3313568589
1181	0.3312645942
1182	0.331210947
1183	0.3311460874
1184	0.33107255
1185	0.3310273719
1186	0.3309521049
1187	0.3309055252
1188	0.3308563214
1189	0.3308100399
1190	0.3307572278
1191	0.3307087396
1192	0.3306497546
1193	0.3305741298
1194	0.3305332756
1195	0.3304896184
1196	0.3304142918
1197	0.3303593624
1198	0.3303292138
1199	0.3302936976
1200	0.3302262137
1201	0.3301925165
1202	0.3301476068
1203	0.330082121
1204	0.3300426982
1205	0.3299937627
1206	0.3299534454
1207	0.3298906135
1208	0.3298172849
1209	0.3297707649
1210	0.3297378728
1211	0.3296918598
1212	0.3296329344
1213	0.3295458883
1214	0.3294979965
1215	0.329448912
1216	0.3293939229
1217	0.3293502657
1218	0.3292875829
1219	0.3292520965
1220	0.3292153278
1221	0.3291940956
1222	0.3291286395
1223	0.3290795251
1224	0.3290090294
1225	0.3289620323
1226	0.3289273808
1227	0.3289017948
1228	0.3288402453
1229	0.3288034765
1230	0.3287649186
1231	0.328706202
1232	0.3286821965
1233	0.3286208557
1234	0.3285844448
1235	0.3285337797
1236	0.3284780452
1237	0.3284488807
1238	0.3284150941
1239	0.3283754328
1240	0.3283332069
1241	0.3282961698
1242	0.3282308032
1243	0.3281949291
1244	0.3281613214
1245	0.3281232406
1246	0.3280761838
1247	0.3280417113
1248	0.3279688001
1249	0.327917151
1250	0.327865472
1251	0.327826914
1252	0.3277642015
1253	0.3277023239
1254	0.3276695213
1255	0.3276319176
1256	0.3275738869
1257	0.3275234902
1258	0.3275001408
1259	0.3274597339
1260	0.3274085321
1261	0.3273339808
1262	0.3273014466
1263	0.3272636938
1264	0.327220961
1265	0.3271113109
1266	0.327071918
1267	0.3270327637
1268	0.3269875856
1269	0.326929704
1270	0.3268829752
1271	0.3268220221
1272	0.3267664366
1273	0.3267114476
1274	0.3266575619
1275	0.3265927022
1276	0.326531928
1277	0.3264963819
1278	0.3264390967
1279	0.3264024771
1280	0.3263519313
1281	0.3263230949
1282	0.3262513765
1283	0.3262186038
1284	0.3261815965
1285	0.326121538
1286	0.3260543821
1287	0.3260079218
1288	0.3259744035
1289	0.325931611
1290	0.3258893255
1291	0.3258539286
1292	0.3257983431
1293	0.3257543579
1294	0.3256804626
1295	0.3256150364
1296	0.3255496698
1297	0.3255231892
1298	0.3254771164
1299	0.3254263917
1300	0.3253915912
1301	0.3253394351
1302	0.3252985512
1303	0.3252588899
1304	0.3252225088
1305	0.325187917
1306	0.3251449456
1307	0.3251009604
1308	0.3250617762
1309	0.3250298682
1310	0.3249934574
1311	0.3249577622
1312	0.324919741
1313	0.3248717598
1314	0.3248214824
1315	0.3247838191
1316	0.3247611853
1317	0.3246984728
1318	0.324651416
1319	0.3246056415
1320	0.3245737633
1321	0.3245491018
1322	0.3244874031
1323	0.3244417479
1324	0.3243791844
1325	0.3243329328
1326	0.3242931224
1327	0.3242471988
1328	0.3242058974
1329	0.3241591686
1330	0.3241248154
1331	0.3240823211
1332	0.3240385446
1333	0.3239826013
1334	0.3239368268
1335	0.3238934081
1336	0.3238517786
1337	0.3238220476
1338	0.3237725157
1339	0.3237338981
1340	0.3236428262
1341	0.3236011968
1342	0.3235608496
1343	0.323513763
1344	0.3234639627
1345	0.3234204546
1346	0.3233815388
1347	0.3233345715
1348	0.3232851291
1349	0.323242605
1350	0.3232141562
1351	0.3231921188
1352	0.3231510858
1353	0.3231034624
1354	0.3230423005
1355	0.3230082157
1356	0.3229759797
1357	0.3229366464
1358	0.3229009513
1359	0.3228783175
1360	0.3228372546
1361	0.3228030803
1362	0.3227655363
1363	0.3227166008
1364	0.3226667409
1365	0.3226197437
1366	0.3225983922
1367	0.3225347254
1368	0.3224987917
1369	0.3224202742
1370	0.3223756329
1371	0.3223273833
1372	0.3222924337
1373	0.3222417388
1374	0.3221870777
1375	0.3221397228
1376	0.3220945745
1377	0.3220635611
1378	0.3220265539
1379	0.3219844473
1380	0.3218977888
1381	0.3218569944
1382	0.3218178997
1383	0.3217796996
1384	0.3217044326
1385	0.3216442846
1386	0.3215906673
1387	0.3215610555
1388	0.3215359168
1389	0.3215009671
1390	0.3214470815
1391	0.3213898559
1392	0.3212950564
1393	0.3212506835
1394	0.3211852871
1395	0.3211284193
1396	0.3210702693
1397	0.3210310553
1398	0.3209766329
1399	0.3209372698
1400	0.3208931951
1401	0.3208658795
1402	0.3208039124
1403	0.3207729885
1404	0.3207272438
1405	0.3206927117
1406	0.3206599986
1407	0.3206381699
1408	0.320600447
1409	0.3205544041
1410	0.320512715
1411	0.3204662844
1412	0.3204336011
1413	0.3204081941
1414	0.3203663559
1415	0.3203307502
1416	0.3202920133
1417	0.3202537834
1418	0.3202202949
1419	0.3201739538
1420	0.3201149092
1421	0.3200721764
1422	0.3200216008
1423	0.3199876949
1424	0.3199495842
1425	0.3199153204
1426	0.3198849035
1427	0.3198465543
1428	0.3198154217
1429	0.3197802633
1430	0.3197341011
1431	0.3196998373
1432	0.3196647982
1433	0.3196187553
1434	0.3195655555
1435	0.319531918
1436	0.3194939863
1437	0.3194553091
1438	0.3194101011
1439	0.3193767022
1440	0.3193291682
1441	0.319296306
1442	0.3192505912
1443	0.3192151047
1444	0.3191505731
1445	0.3191034269
1446	0.3190672546
1447	0.3190144424
1448	0.3189543541
1449	0.3189206867
1450	0.3188724371
1451	0.3188358473
1452	0.3188080546
1453	0.3187359486
1454	0.3186923211
1455	0.3186334554
1456	0.318598297
1457	0.3185628703
1458	0.3185326919
1459	0.3185052272
1460	0.3184711125
1461	0.3184208649
1462	0.3183755974
1463	0.3183342363
1464	0.3183003005
1465	0.3182581641
1466	0.3181468441
1467	0.3181097474
1468	0.3180767361
1469	0.3180485557
1470	0.318021926
1471	0.3179867974
1472	0.3179436769
1473	0.3178975744
1474	0.3178617301
1475	0.3178247527
1476	0.3177541377
1477	0.3177161463
1478	0.3176464856
1479	0.3176158599
1480	0.3175646879
1481	0.3175182275
1482	0.3174712005
1483	0.3174201776
1484	0.3173732401
1485	0.3173080226
1486	0.3172691068
1487	0.3172256285
1488	0.3171625879
1489	0.3171152329
1490	0.317087649
1491	0.317054906
1492	0.3170378785
1493	0.3169740924
1494	0.3169198191
1495	0.3168823048
1496	0.316852544
1497	0.3167906067
1498	0.3167550905
1499	0.3167083319
1500	0.3166835809
1501	0.3166507485
1502	0.3165978469
1503	0.3165476887
1504	0.3165187927
1505	0.3164109616
1506	0.3163667974
1507	0.3163288657
1508	0.3162660637
1509	0.3162208856
1510	0.3161412946
